search_keyword,company_name,title,url,crawled_at,location,experience,education,employment_type,description,tech_stack,location_detail,salary,deadline
HR매니저,아람인테크,[역삼역/아웃소싱] 아람인테크 신입/경력 잡매니저 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49382429&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:39,서울,경력무관,학력무관,정규직,"아람인테크, [역삼역/아웃소싱] 아람인테크 신입/경력 잡매니저 채용, 경력:경력무관, 학력:학력무관, 연봉:3,240 만원, 마감일:2024-12-12, 홈페이지:www.aramjob.co.kr","[""아웃소싱"", "" 파견대행"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",서울 강남구,3240만원,2024-12-12
HR매니저,아람인테크,[아람인테크 대구] 신입아웃소싱 잡매니저 모집(인사/노무/채용),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49439911&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:40,대구,신입,학력무관,정규직,"아람인테크, [아람인테크 대구] 신입아웃소싱 잡매니저 모집(인사/노무/채용), 경력:신입, 학력:학력무관, 연봉:3,000 만원, 마감일:2024-12-20, 홈페이지:www.aramjob.co.kr","[""아웃소싱"", "" 헤드헌팅"", "" 파견대행"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",대구 수성구,3000만원,2024-12-20
HR매니저,아람인테크,[역삼/아웃소싱] 아람인테크 신입/경력 잡매니저 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49438071&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:41,서울,경력무관,학력무관,정규직,"아람인테크, [역삼/아웃소싱] 아람인테크 신입/경력 잡매니저 채용, 경력:경력무관, 학력:학력무관, 연봉:3,240 만원, 마감일:2024-12-20, 홈페이지:www.aramjob.co.kr","[""아웃소싱"", "" 파견대행"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",서울 강남구,3240만원,2024-12-20
HR매니저,(주)아데코코리아,"[대전] 아데코코리아 (파견 관리, 잡매니저) 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49449881&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:42,대전,경력무관,초대졸↑,계약직,"(주)아데코코리아, [대전] 아데코코리아 (파견 관리, 잡매니저) 채용, 경력:경력무관, 학력:대학졸업(2,3년)이상, 면접 후 결정, 마감일:2024-12-22, 홈페이지:www.adecco.co.kr","[""아웃소싱"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",대전 서구,협의 후 결정,2024-12-22
HR매니저,아람인테크,"[아람인테크대구] 잡매니저신입모집(운전필수,자차소지자우대)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49462696&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:44,대구,신입,학력무관,정규직,"아람인테크, [아람인테크대구] 잡매니저신입모집(운전필수,자차소지자우대), 경력:신입, 학력:학력무관, 연봉:3,000 만원, 마감일:2024-12-25, 홈페이지:www.aramjob.co.kr","[""아웃소싱"", "" 헤드헌팅"", "" 파견대행"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",대구 수성구,3000만원,2024-12-25
HR매니저,아람인테크,[아람인테크 대구]아웃소싱잡매니저경력직채용(인사/노무/채용),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49523053&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:45,대구,경력2년↑,학력무관,정규직,"아람인테크, [아람인테크 대구]아웃소싱잡매니저경력직채용(인사/노무/채용), 경력:경력 2년 이상, 학력:학력무관, 연봉:3,500 만원, 마감일:2025-01-03, 홈페이지:www.aramjob.co.kr","[""아웃소싱"", "" 헤드헌팅"", "" 파견대행"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",대구 수성구,3500만원,2025-01-03
HR매니저,쿠팡(주),[쿠팡이츠서비스] 노무 관리 팀장(ER Manager),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49412114&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:45,서울,경력12년↑,학력무관,정규직,"쿠팡(주), [쿠팡이츠서비스] 노무 관리 팀장(ER Manager), 경력:경력 12년 이상, 학력:학력무관, 면접 후 결정, 마감일:2024-12-15, 홈페이지:www.coupang.com","[""유통업"", "" 물류업"", "" 물류센터"", "" 인사·노무·HRD"", "" 유통·무역·상사""]",서울 강남구,협의 후 결정,2024-12-15
HR매니저,(주)자라리테일코리아,Massimo Dutti 마시모두띠 서울/경기매장 신입 및 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49543565&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:46,경기,신입·경력,고졸↑,정규직·계약직,"(주)자라리테일코리아, Massimo Dutti 마시모두띠 서울/경기매장 신입 및 경력 채용, 경력:신입/경력, 학력:고등학교졸업이상, 연봉:2,948 만원, 마감일:2025-01-05, 홈페이지:http://www.inditex.com/en","[""판매"", "" 의류매장"", "" 구두·신발"", "" 영업·판매·무역"", "" 생산"", "" 판매(상품품목별)""]",경기 성남시 분당구,2948만원,2025-01-05
HR매니저,(주)자라리테일코리아,ZARA 신입 및 경력 대규모채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49543521&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:47,서울,신입·경력,고졸↑,정규직·계약직,"(주)자라리테일코리아, ZARA 신입 및 경력 대규모채용, 경력:신입/경력, 학력:고등학교졸업이상, 연봉:2,948 만원, 마감일:2025-01-05, 홈페이지:http://www.inditex.com/en","[""판매"", "" 의류매장"", "" 구두·신발"", "" 영업·판매·무역"", "" 생산"", "" 판매(상품품목별)""]",서울 강남구,2948만원,2025-01-05
HR매니저,(주)유니에스,[급구/주5일]유니에스 본사 FM사업관리 경비지도사 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49513060&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:48,서울,경력무관,학력무관,정규직,"(주)유니에스, [급구/주5일]유니에스 본사 FM사업관리 경비지도사 채용, 경력:경력무관, 학력:학력무관, 면접 후 결정, 마감일:2024-12-10, 홈페이지:www.unies.com","[""아웃소싱"", "" 파견대행"", "" 총무·법무·사무"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",서울 강남구,협의 후 결정,2024-12-10
HR매니저,(주)유니에스,[급구/주5일]유니에스 본사 FM사업관리 잡매니저 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49534687&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:49,서울,경력무관,학력무관,정규직,"(주)유니에스, [급구/주5일]유니에스 본사 FM사업관리 잡매니저 채용, 경력:경력무관, 학력:학력무관, 면접 후 결정, 마감일:2024-12-13, 홈페이지:www.unies.com","[""아웃소싱"", "" 파견대행"", "" 총무·법무·사무"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",서울 강남구,협의 후 결정,2024-12-13
HR매니저,(주)제이앤비컨설팅,(주)제이앤비컨설팅 본사 잡매니저 채용모집(경력무관/성별무관),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49474205&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:50,서울,경력무관,초대졸↑,정규직,"(주)제이앤비컨설팅, (주)제이앤비컨설팅 본사 잡매니저 채용모집(경력무관/성별무관), 경력:경력무관, 학력:대학졸업(2,3년)이상, 면접 후 결정, 마감일:2024-12-26, 홈페이지:www.ijnb.co.kr:9342/index.html","[""용역업체"", "" 아웃소싱"", "" 서치펌"", "" 헤드헌팅"", "" 파견대행"", "" 총무·법무·사무"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",서울 영등포구,협의 후 결정,2024-12-26
HR매니저,(주)제이앤비컨설팅,함께 꿈을 키워갈 인재를 모집합니다 / 잡매니저,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49531466&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:51,서울,경력무관,초대졸↑,정규직,"(주)제이앤비컨설팅, 함께 꿈을 키워갈 인재를 모집합니다 / 잡매니저, 경력:경력무관, 학력:대학졸업(2,3년)이상, 면접 후 결정, 마감일:2024-12-15, 홈페이지:www.ijnb.co.kr:9342/index.html","[""용역업체"", "" 시설관리"", "" 아웃소싱"", "" 헤드헌팅"", "" 파견대행"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",서울 영등포구,협의 후 결정,2024-12-15
HR매니저,현대제철(주),현대제철㈜ 인사 직무 사무보조 계약직 채용 (판교),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49508892&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:52,경기,경력무관,고졸↑,기간제·계약직,"현대제철(주), 현대제철㈜ 인사 직무 사무보조 계약직 채용 (판교), 경력:경력무관, 학력:고등학교졸업이상, 연봉:3,054 만원, 마감일:2024-12-09, 홈페이지:www.hyundai-steel.com","[""제철"", "" 인사·노무·HRD"", "" 금속·재료·철강·요업""]",경기 성남시 분당구,3054만원,2024-12-09
HR매니저,노보노디스크제약(주),[글로벌 제약사] Capability Lead (Training Lead) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49541081&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:53,서울,경력5년↑,대졸↑,정규직,"노보노디스크제약(주), [글로벌 제약사] Capability Lead (Training Lead) 채용, 경력:경력 5년 이상, 학력:대학교졸업(4년)이상, 면접 후 결정, 마감일:채용시, 홈페이지:www.novonordisk.com","[""의약·제약"", "" 인사·노무·HRD"", "" 제약·보건·바이오""]",서울 송파구,협의 후 결정,채용시
HR매니저,(주)휴먼코아,(주)휴먼코아 본사 신입사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49519365&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:54,서울,신입,대졸↑,정규직,"(주)휴먼코아, (주)휴먼코아 본사 신입사원 채용, 경력:신입, 학력:대학교졸업(4년)이상, 면접 후 결정, 마감일:2024-12-11, 홈페이지:www.huco.co.kr","[""아웃소싱"", "" 서치펌"", "" 헤드헌팅"", "" 파견대행"", "" 인사·노무·HRD"", "" 시설관리·경비·용역""]",서울 송파구,협의 후 결정,2024-12-11
HR매니저,(주)현진스포텍,[현진스포텍] 각 부문별 경력사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49527379&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:55,서울,경력,고졸↑,정규직,"(주)현진스포텍, [현진스포텍] 각 부문별 경력사원 모집, 경력:경력, 학력:고등학교졸업이상, 면접 후 결정, 마감일:2024-12-25, 홈페이지:www.hyun-jin.com","[""의류·의상"", "" 기획·전략"", "" 회계·세무·재무"", "" 인사·노무·HRD"", "" 총무·법무·사무"", "" IT개발·데이터"", "" 디자인"", "" 영업·판매·무역"", "" 구매·자재·물류"", "" 생산"", "" 섬유·의류·패션""]",서울 영등포구,협의 후 결정,2024-12-25
HR매니저,현대오토에버(주),차량SW · ICT · 경영지원 부문 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47669139&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:56,서울,경력,학력무관,정규직·계약직,"현대오토에버(주), 차량SW · ICT · 경영지원 부문 채용, 경력:경력, 학력:학력무관, 면접 후 결정, 마감일:상시채용, 홈페이지:https://recruit.hyundai-autoever.com/","[""SI·시스템통합"", "" ERP"", "" 시스템관리"", "" 소프트웨어개발"", "" SM"", "" 기획·전략"", "" 총무·법무·사무"", "" IT개발·데이터"", "" 영업·판매·무역"", "" 생산"", "" 연구·R&D"", "" 솔루션·SI·ERP·CRM""]",서울 강남구,협의 후 결정,상시채용
HR매니저,(주)휴넥트,아웃소싱 및 인사/노무관리 경력직 모집(대리~차장급) [본사],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49404100&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:57,부산,경력,대졸↑,정규직,"(주)휴넥트, 아웃소싱 및 인사/노무관리 경력직 모집(대리~차장급) [본사], 경력:경력, 학력:대학교졸업(4년)이상, 면접 후 결정, 마감일:2024-12-13, 홈페이지:www.hunect.co.kr","[""파견대행"", "" 인사·노무·HRD"", "" 영업·판매·무역"", "" 시설관리·경비·용역""]",부산 연제구,협의 후 결정,2024-12-13
HR매니저,(주)삼구에프에스,매니저(현장소장) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49527057&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:58,충북전체,경력,대졸↑,정규직,"(주)삼구에프에스, 매니저(현장소장) 채용, 경력:경력, 학력:대학교졸업(4년)이상, 회사내규에 따름, 마감일:2024-12-11, 홈페이지:www.samkoo.com","[""식품가공"", "" 기획·전략"", "" 인사·노무·HRD"", "" 총무·법무·사무"", "" 영업·판매·무역"", "" 구매·자재·물류"", "" 상품기획·MD"", "" 생산"", "" 건설·건축"", "" 식품가공·개발""]",충북전체,협의 후 결정,2024-12-11
HR매니저,(주)휴넥트,[4H근무] 경영기획팀 3개월계약 경력직 모집(연말정산/4대보험/재경서류정리 등),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49536109&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:41:59,부산,경력,학력무관,계약직,"(주)휴넥트, [4H근무] 경영기획팀 3개월계약 경력직 모집(연말정산/4대보험/재경서류정리 등), 경력:경력, 학력:학력무관, 면접 후 결정, 마감일:2024-12-09, 홈페이지:www.hunect.co.kr","[""아웃소싱"", "" 파견대행"", "" 기획·전략"", "" 인사·노무·HRD"", "" 총무·법무·사무"", "" 시설관리·경비·용역""]",부산 연제구,협의 후 결정,2024-12-09
HR매니저,(주)이수시스템,이수시스템 24년 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=48765387&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:42:00,서울,경력,대졸↑,정규직,"(주)이수시스템, 이수시스템 24년 경력직 채용, 경력:경력, 학력:대학교졸업(4년)이상, 면접 후 결정, 마감일:2024-12-31, 홈페이지:www.isusystem.com/","[""SI·시스템통합"", "" DBMS"", "" 솔루션업체"", "" 소프트웨어개발"", "" SM"", "" 기획·전략"", "" 마케팅·홍보·조사"", "" 회계·세무·재무"", "" 인사·노무·HRD"", "" 총무·법무·사무"", "" IT개발·데이터"", "" 디자인"", "" 영업·판매·무역"", "" 솔루션·SI·ERP·CRM""]",서울 서초구,협의 후 결정,2024-12-31
HR매니저,리드커리어(주),컬리 역삼 본사 인재영입팀 리크루터 팀원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49426832&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:42:00,서울 강남구,경력무관,학력무관,계약직·파견직,,,,,
HR매니저,(주)파마리서치,2025년 파마리서치 신입·경력 대규모채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494227&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:42:00,경기 성남시 분당구,신입·경력,대졸↑,정규직,,,,,
HR매니저,(주)모나미,[모나미] 고객객지원센터(CS) 신입•경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49507028&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:42:01,경기 용인시 수지구,신입·경력,고졸↑,정규직,,,,,
HR매니저,(주)이노인스트루먼트,2024년 부문별 글로벌 인재 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49504291&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:42:01,서울 강남구,신입·경력,대졸↑,기간제·계약직,,,,,
HR매니저,(주)모나미,모나미스토어(수원점) 신입•경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49543632&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:42:02,경기 수원시 장안구,경력무관,고졸↑,계약직,,,,,
HR매니저,(주)제일비엠시,[신입/경력직]제일비엠시 본사 현장 인력(AR) 관리 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49485693&location=ts&searchword=HR%EB%A7%A4%EB%8B%88%EC%A0%80&searchType=search&paid_fl=n&search_uuid=31bd1cd6-c977-48ea-8006-0565966a447e,2024-12-09 04:42:02,서울 서초구,신입·경력,초대졸↑,정규직,,,,,
