search_keyword,company_name,title,link,location,location_detail,experience_required,education_required,employment_type,deadline,job_sector,salary_info,description,tech_stack,benefits,crawled_at
Python 개발자,행복쇼핑(주),[재택근무] REACT · PHP · PYTHON 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49476675&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 양천구,,경력3년↑,초대졸↑,정규직,~ 01/25(토),"Python, 딥러닝, AWS, 솔루션, 머신러닝 외                    수정일 24/12/05",재택근무,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:48
Python 개발자,(주)미니레코드,Python 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49524352&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울전체,,경력 1~6년,학력무관,정규직,~ 01/02(목),"Python, 딥러닝, AWS, 머신러닝, 웹개발 외                    등록일 24/12/04",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:49
Python 개발자,에스트래픽(주),에스트래픽 Python 개발자 모집 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49416273&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,경기 성남시 수정구,,경력5년↑,초대졸↑,정규직,~ 12/15(일),"Python, 백엔드/서버개발, SI개발, Git, Redis 외                    수정일 24/12/05",,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:49
Python 개발자,(주)미니레코드,(주식회사 미니레코드) Python 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49399149&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 송파구,,경력 1~10년,학력무관,정규직·계약직,상시채용,"Python, 딥러닝, AWS, 머신러닝, 유지보수 외                    등록일 24/11/14",급성장중,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:50
Python 개발자,(주)미니레코드,Python 개발자 채용 (4~8년차),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49524436&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울전체,,경력 4~8년,학력무관,정규직,~ 01/02(목),"Python, 딥러닝, AWS, 머신러닝, 웹개발 외                    등록일 24/12/04",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:51
Python 개발자,에이치에스소프트(주),Python개발자 채용(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49478598&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,인천 연수구,,경력,학력무관,정규직,~ 12/16(월),"Python, 솔루션, 알고리즘, AI(인공지능), OpenCV 외                    등록일 24/11/27",연봉상승률 30% 이상,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:51
Python 개발자,스퀘어네트(주),Python 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49371816&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 강남구,,경력 9~12년,초대졸↑,정규직,~ 12/12(목),"Java, 솔루션, 웹개발, S/W, Spring 외                    등록일 24/11/11",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:52
Python 개발자,(주)파이오링크,"[코스닥 상장사] Linux,Python,Java,Api 개발자 모집(신입/경력)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458119&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 금천구,,신입·경력,초대졸↑,정규직,~ 12/31(화),"Python, C++, Java, 솔루션, Linux 외                    수정일 24/11/25",IT개발·데이터 지원 TOP100,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:53
Python 개발자,오에스원(OS1),[웹개발] Python 백엔드/서버 인턴 개발자 채용 (ASAP),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49486631&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 중구,,경력무관,대졸↑,인턴직,채용시,"Python, 웹개발, 백엔드/서버개발, API, Pandas 외                    등록일 24/11/28",재택근무,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:53
Python 개발자,(주)코레이즈홀딩스,[코레이즈]  Python (Flask) 웹 개발자 채용 (신입-보충역),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49537488&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 성동구,,신입·경력,학력무관,정규직·계약직,~ 01/04(토),"Python, 솔루션, Linux, 웹개발, 백엔드/서버개발 외                    등록일 24/12/05",급성장중,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:54
Python 개발자,씨맥스주식회사,"[AI개발]Python,Java,사내 LLM 구축 숙련 개발자 구인[프리O]",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49532014&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,경기 성남시 분당구,,신입·경력,학력무관,기간제·계약직,~ 01/04(토),"Python, Java, 머신러닝, 웹개발, 백엔드/서버개발 외                    등록일 24/12/05",인기있는,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:54
Python 개발자,(주)씨에스엠17,NestJS+Python 백엔드 개발자 팀장 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49527589&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 금천구,,경력5년↑,대졸↑,정규직,~ 01/02(목),"Python, C++, AWS, 웹개발, 백엔드/서버개발 외                    수정일 24/12/04",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:55
Python 개발자,라온엑스솔루션즈(주),.NET / Python / DB 프로그램 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49157205&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,경기 성남시 분당구,,경력무관,대졸↑,정규직,내일마감,"Python, DBMS, S/W, .NET, 인터페이스 외                    등록일 24/10/08",프리한 복장,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:56
Python 개발자,(주)디지키,(주)디지키 Python 데이터 처리 및 분석 프로그램 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49265971&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,경기 안양시 만안구,,신입·경력,학력무관,계약직,상시채용,"Python, 알고리즘, Pandas, 솔루션업체, 소프트웨어개발 등록일 24/10/24",IT개발·데이터 조회 급상승,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:57
Python 개발자,(주)한국미용데이터,"파이썬(Python, AWS) 경력 개발자 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49505260&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 관악구,,경력1년↑,학력무관,정규직,~ 01/01(수),"Python, AWS, 솔루션, 웹개발, 백엔드/서버개발 외                    등록일 24/12/02",급성장중,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:11:59
Python 개발자,(주)케이엘피,파이썬(Python) 백엔드 개발자 모십니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49535988&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 강남구,,경력무관,고졸↑,정규직·계약직,~ 12/08(일),"Python, AWS, 백엔드/서버개발, 앱개발, 프론트엔드 외                    수정일 24/12/05",급성장중,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:00
Python 개발자,(주)케이엘피,파이썬(Python) 기반의 풀스택 개발자 모십니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49535977&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 강남구,,경력무관,고졸↑,정규직·계약직,~ 12/08(일),"Python, AWS, 백엔드/서버개발, 유지보수, 프론트엔드 외                    수정일 24/12/05",급성장중,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:01
Python 개발자,주식회사비전코어,파이썬(Python) 및 앱(ios/안드로이드) 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490854&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,대구 동구,,경력3년↑,초대졸↑,정규직,~ 12/28(토),"Python, 솔루션, iOS, 소프트웨어개발 수정일 24/12/03",,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:02
Python 개발자,NIMBYX CAPITAL INC.,"Full Stack Engineer (Python, C# Developer) 풀스택 개발자",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49448256&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 강남구,,신입·경력,대졸↑,정규직,~ 01/20(월),"Python, C++, ASP, ASP.NET, Azure 외                    등록일 24/11/21",재택근무,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:02
Python 개발자,(주)한영넉스,한영넉스 AI연구소 - Python 어플리케이션 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49364260&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 영등포구,,경력3년↑,대졸↑,정규직,~ 12/08(일),"Python, C++, Linux, Windows, 임베디드리눅스 외                    수정일 24/11/08",마감임박,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:03
Python 개발자,(주)코레이즈홀딩스,[코레이즈]  Python (Flask) 웹 개발자 채용 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49537495&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 성동구,,경력 5~10년,학력무관,정규직,~ 01/04(토),"Python, 솔루션, Linux, 웹개발, 백엔드/서버개발 외                    등록일 24/12/05",급성장중,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:04
Python 개발자,(주)뷰엠테크놀로지,"임베디드(C++, Python) 소프트개발자모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49533258&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,경기 군포시,,경력3년↑,초대졸↑,정규직·계약직,~ 12/13(금),"Python, C++, Java, Linux, 임베디드 외                    등록일 24/12/05",성과급/상여금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:04
Python 개발자,(주)도로시,[(주)도로시] QGIS 플러그인 파이썬(Python) 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49326427&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 금천구,,경력,학력무관,정규직·계약직,채용시,"Python, 웹개발, PostgreSQL, QGIS, 플러그인 외                    등록일 24/11/04",급성장중,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:05
Python 개발자,주식회사비전코어,파이썬(Python) 및 앱(ios/안드로이드) 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49396874&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,대구 동구,,경력3년↑,대졸↑,정규직,~ 12/17(화),"Python, 솔루션, 정보보안, 정보통신, iOS 외                    수정일 24/11/27",IT개발·데이터 조회 급상승,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:06
Python 개발자,코리아써치,AI 솔루션 백엔드(Python) 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49492064&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 송파구,,경력5년↑,초대졸↑,정규직,~ 12/29(일),"Python, 딥러닝, 솔루션, 머신러닝, AI(인공지능) 외                    등록일 24/11/29",,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:07
Python 개발자,(주)펫박스,Python 백엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494384&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 마포구,,경력 3~7년,학력무관,정규직,~ 12/28(토),"Python, AWS, 웹개발, 백엔드/서버개발, 프론트엔드 외                    등록일 24/11/29",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:08
Python 개발자,에이치알포유(주),[IT 솔루션 및 통합서비스 전문기업] 파이썬(Python) 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49500724&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 강남구,,경력 5~20년,초대졸↑,정규직,오늘마감,"Python, Java, AWS, 솔루션, 데이터엔지니어 외                    등록일 24/11/30",,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:08
Python 개발자,(주)판도라티비,"코박(Cobak) 백엔드 개발자 [3년 이상](Python,Django)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49521064&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,경기전체,,경력 3~10년,학력무관,정규직,~ 01/01(수),"Python, AWS, 웹개발, 백엔드/서버개발, Django 외                    등록일 24/12/03",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:09
Python 개발자,(주)케이텍,"프로그램 개발자 모집(Machine Vision, AI(Python), C, C#, C++)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49335167&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,경북 포항시 남구,,경력무관,초대졸↑,정규직,상시채용,"Python, C++, 알고리즘, SE(시스템엔지니어), SI개발 외                    수정일 24/12/03",IT개발·데이터 조회 급상승,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:09
Python 개발자,퍼스널(personal),"[주식회사 퍼스널애드] 풀스택 개발자 모집(C#,Python, Php)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49529072&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 마포구,,경력3년↑,학력무관,정규직,~ 02/02(일),"Python, C++, 알고리즘, 백엔드/서버개발, S/W 외                    등록일 24/12/04",,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:10
Python 개발자,(주)이노룰스,"[AI디지털플랫폼팀] 웹개발자(Python, React, 경력 5년 이상) 경력직 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49406482&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울전체,,경력 5~15년,학력무관,정규직,~ 12/17(화),"Python, 솔루션, 머신러닝, 웹개발, 백엔드/서버개발 외                    등록일 24/11/15",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:11
Python 개발자,(주)파운트,[파운트/핀테크] 백엔드 개발자(Python/리드급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497052&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 중구,,경력 7~15년,학력무관,정규직,~ 12/30(월),"Python, AWS, 웹개발, 백엔드/서버개발, DBA 외                    등록일 24/11/29",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:11
Python 개발자,(주)케파스,국가연구과제 SI 개발자 모집(Java/Python/React/SpringBoot),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49144829&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 강남구,,경력 4~18년,초대졸↑,정규직·계약직,오늘마감,"Python, Java, 웹개발, Javascript, React 외                    등록일 24/10/07",연봉상승률 30% 이상,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:12
Python 개발자,(주)바로팜,백엔드 개발자 (Python),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49464566&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 강남구,,경력 7~12년,학력무관,정규직,~ 12/30(월),"Python, AWS, 웹개발, 백엔드/서버개발, 인프라 외                    등록일 24/11/25",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:13
Python 개발자,리걸테크(주),"웹개발자(Python, DJango)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49466077&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 성동구,,경력 3~5년,학력무관,정규직,~ 12/30(월),"Python, 웹개발, 백엔드/서버개발, 블록체인, Django 외                    등록일 24/11/25",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:13
Python 개발자,조베이스(주),[솔루션] 백엔드 경력 개발자 모집(python),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49394729&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 강남구,,경력 3~15년,대졸↑,정규직,~ 12/13(금),"Python, C++, Java, 솔루션, 백엔드/서버개발 외                    등록일 24/11/13",IT개발·데이터 지원 급상승,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:14
Python 개발자,(주)데이터트리,[경력AI 개발] Full stack 개발자/React/Python,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458928&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 금천구,,경력5년↑,대졸↑,정규직,~ 12/24(화),"Python, Java, 솔루션, 머신러닝, 웹개발 외                    등록일 24/11/24",유연근무제,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:14
Python 개발자,(주)뉴로다임,파이썬 프로그램 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49524064&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 성동구,,신입·경력,초대졸↑,정규직,~ 01/02(목),"Python, Linux, 웹개발, 백엔드/서버개발, SE(시스템엔지니어) 외                    등록일 24/12/04",취업축하금,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:15
Python 개발자,(주)댄디테크앤리얼티,"파이썬 개발자 경력직 모집, AI vision 경험자 우대",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501493&location=ts&searchword=Python+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a235f254-9cba-48a8-a044-176c30230e7c,서울 마포구,,경력무관,석사↑,정규직·인턴직,~ 12/31(화),"Python, 딥러닝, 솔루션, 신경망, 컴퓨터비전 외                    수정일 24/12/01",급성장중,,"{""languages"": [], ""frameworks"": [], ""databases"": [], ""cloud"": [], ""tools"": []}",[],2024-12-06 09:12:16
